,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
6578,", weekend, kind sort maybe feels like might want move back ie...",1,0,1,0,1
6579,wow... weekend,1,0,1,0,1
6580,come angels!,1,0,1,0,1
6581,"needs, wants, yearns.",1,0,1,0,1
6582,"hates buys stuff one grocery store, goes another store something original store have, finds stuff buy first store costs less second store. ugh.",1,0,1,0,1
6583,going get ass actually productive today!,1,0,1,0,1
6584,comedy club tonight! woot happy face smiley,1,0,1,0,1
6585,change language english (pirateconfusion. click english link bottom home page. pretty awesome.,1,0,1,0,1
6586,walked full iv bag (complete hoseconfusion gutter outside apartment...,1,0,1,0,1
6587,never drinking,1,0,1,0,1
6588,wishes apartment heater frown sad andry pouting,1,0,1,0,1
6589,interview today. crossing fingers get call (a good callconfusion tomorrow!,1,0,1,0,1
6590,friend really need dd tonight. takers???  happy face smiley,1,0,1,0,1
6591,goin dmv... woohoo!,1,0,1,0,1
6592,wonderful wavy weekend big blue,1,0,1,0,1
6593,find current episodes top chef online? (if found onlineconfusion behind frown sad andry pouting,1,0,1,0,1
6594,"really wants study library coffee shop today, nobody want sit drink coffee next girl coughing lungs...",1,0,1,0,1
6595,happy thanksgiving all!,1,0,1,0,1
6596,loves picturesque view bedroom window,1,0,1,0,1
6597,gorgeous day,1,0,1,0,1
6598,paris morning!,1,0,1,0,1
6599,needs something tonight...,1,0,1,0,1
6600,really wishes lived england france right,1,0,1,0,1
6601,really wants see avatar...tomorrow...night... hint hint wink smirk,1,0,1,0,1
6602,"got home riverside find less block apartment: six cop cars, huge congregation police officers (some guns drawn!confusion, helicopter circling area. idea going on!",1,0,1,0,1
6603,wants stupid sore throat go away already!,1,0,1,0,1
6604,excited volunteering tomorrow! hopeful job interview,1,0,1,0,1
6605,cold going keep line dancin boots tonight! yeehaa!,1,0,1,0,1
6606,"""if never ill, would know well. never knew hunger, would take pleasure full. never war, would appreciate peace. winter, could never see spring.""",1,0,1,0,1
6607,sick wishes mom make tea chicken soup...,1,0,1,0,1
6608,", first time since first arrived facebook years ago, started fill ""personal information"" section profile.",1,0,1,0,1
6609,"times, a-changin...",1,0,1,0,1
6610,"money never goal, byproduct.",1,0,1,0,1
6611,beyond pissed *propname* right now...,1,0,1,0,1
6612,eating top ramen first time long time...,1,0,1,0,1
6613,"really wants chop hair off... well, it, lot it...",1,0,1,0,1
6614,super excited see *propname* today!!!,1,0,1,0,1
6615,*propname* aaa would go see show live watching tv day!,1,0,1,0,1
6616,boycotting nbc,1,0,1,0,1
6617,night waste afterall happy face smiley,1,0,1,0,1
6618,going salsa dancing tonight... hope embarrass  happy face smiley,1,0,1,0,1
6619,like thunder frown sad andry pouting,1,0,1,0,1
6620,"sometimes wonders (as much love *propnamewink smirk whole nbc vs. *propname* fiasco actually ploy boost ratings get better guests tonight show... because, so, working...",1,0,1,0,1
6621,got home since 4happy face smiley0 find candle still lit dresser... oops...,1,0,1,0,1
6622,"the god believe suffer, doesnt punish create evil already suffering",1,0,1,0,1
6623,started day right: big fat ticket #%$&*!@ los angeles police department...,1,0,1,0,1
6624,"finally watched final episode tonight show *propname*. amazing, *propname*'s speech brought tears. also loved hearing something common; cynicism least favorite quality, too ill miss *propname*!",1,0,1,0,1
6625,concept represents profound shift think money satisfaction obligation government people.,1,0,1,0,1
6626,finished taxes  laughing big grin laugh glasses,1,0,1,0,1
6627,needs go sleep now! going rock climbing morning (eek!confusion,1,0,1,0,1
6628,desperately needs job...,1,0,1,0,1
6629,take nap go gym... do...,1,0,1,0,1
6630,"two fire trucks pulled apartment building across street. assuming//hoping extremely urgent matter firemen exactly running building, like moseying...",1,0,1,0,1
6631,wonderful night! hung really great people listened really great music!,1,0,1,0,1
6632,"""if true, indeed addicted sadness, absolve blame. responsibility rests firmly brain. flawed design. worse 1975 ford pinto dangerous.""",1,0,1,0,1
6633,wishes football fan...,1,0,1,0,1
6634,"urbandictionary: ""she beautiful eyes hair.  smells fall evening, voice typically seranade you."" ""a really sexy, funny, smart girl every guy wants. 'damn, lucky bastard, gf total *propname*!'""  laughing big grin laugh glasses",1,0,1,0,1
6635,might need start figuring organs sell black market...,1,0,1,0,1
6636,"anyone know state union address might viewable online? googled find anything, tv get watch live frown sad andry pouting",1,0,1,0,1
6637,new goal 2010: write something publication actually published.,1,0,1,0,1
6638,yay blue skies!,1,0,1,0,1
6639,"interviewed organization whose office building floor production, art, writing offices mad men. pretty cool happy face smiley",1,0,1,0,1
6640,"""...the event marked major shift, might call 'paradigm shift' kind person used terms like 'paradigm shift'...""",1,0,1,0,1
6641,glad hulu entire strangers candy series... funny stuff,1,0,1,0,1
6642,"going underground art show tonight complete art (of courseconfusion, live music, drinks, body painting, free pancakes laughing big grin laugh glasses  going quite eclectic experience!",1,0,1,0,1
6643,break trap = =+ climb alive.,0,0,1,1,0
6644,gre! gre!! gre!!!,0,0,1,1,0
6645,a.d. - always derek,0,0,1,1,0
6646,laughing big grin laugh glasses happy birthday ~,0,0,1,1,0
6647,soon fall ets's gre trap ~,0,0,1,1,0
6648,24 years old ~ ?????,0,0,1,1,0
6649,"(self-with-other knowledgeconfusion -- ""... self fact entagled interpersonal level specific others one's life collective level relation social groups one identifies. cognitive level, implies linkages exist memory significant-other representations self, well knowledge designating social categories self.""",0,0,1,1,0
6650,[ ?? ] ??mba???????!?! ????! ???? [notice] anyone knows questions mba interview? please let know!,0,0,1,1,0
6651,two interviews go,0,0,1,1,0
6652,so... doubling rate failure ~ hahahah,0,0,1,1,0
6653,"rainning storm morning, path farming country, silver hair woman said greets her, ""when tough time comes, tough kept going.""",0,0,1,1,0
6654,"anotha day, anotha dolla",1,0,0,1,0
6655,tryin figure w. plane ticket nyc 24th w. one hang with. fml!,1,0,0,1,0
6656,deceiving others. world calls romance.,1,0,0,1,0
6657,taking frustrations 300 plus pounds gravity motivated iron,1,0,0,1,0
6658,"well everyone know got reason say, could put past away",1,0,0,1,0
6659,tattoo lower back...might well bulls-eye,1,0,0,1,0
6660,trying play 1 round golf summer over!!,1,0,0,1,0
6661,"thought chick hitting last night, turned getting attention could make fun 20 still wearing abercrombie. fml!",1,0,0,1,0
6662,get job sparkling wiggles...,1,0,0,1,0
6663,love psu!,1,0,0,1,0
6664,last day work! f'in right doggie!,1,0,0,1,0
6665,round 2...,1,0,0,1,0
6666,better...,1,0,0,1,0
6667,living haze...looking meaning life finding darkness,1,0,0,1,0
6668,much cooler online,1,0,0,1,0
6669,trying learn build cowboy hat natty light boxes,1,0,0,1,0
6670,trust lies core love; true love without trust,1,0,0,1,0
6671,"working week, time play going get little bit sideways",1,0,0,1,0
6672,wicked salacity leads anger frustration,1,0,0,1,0
6673,"sure love me, sure enough let go",1,0,0,1,0
6674,taking one step forward 2 steps back...story life,1,0,0,1,0
6675,another lonely night nothing hold memories better days...,1,0,0,1,0
6676,exhausted,1,0,0,1,0
6677,recovery day,1,0,0,1,0
6678,ugh! rough shape,1,0,0,1,0
6679,"worry people past, reason make future.",1,0,0,1,0
6680,"said, ""you probably remember me,"" said, ""only every memory.""",1,0,0,1,0
6681,"put out, like burning end midnight cigarette",1,0,0,1,0
6682,"man cave, women allowed here. got jerk-off station god's sake.",1,0,0,1,0
6683,got feelin' tonight's going good night!,1,0,0,1,0
6684,"put boot ass, american way",1,0,0,1,0
6685,southside tonight...any takers?,1,0,0,1,0
6686,let us get drunk somebody,1,0,0,1,0
6687,livin' dream,1,0,0,1,0
6688,findin' steady pay check next year...,1,0,0,1,0
6689,loving hawaiian pizza!,1,0,0,1,0
6690,wish could take back kiss. know... taste betrayal.,1,0,0,1,0
6691,whiteout!!,1,0,0,1,0
6692,credit card roulette cost $81.10...fml!,1,0,0,1,0
6693,"better ya ex, going better ya next",1,0,0,1,0
6694,"psu loss, steelers loss...my life shambles",1,0,0,1,0
6695,"football, southside...life good",1,0,0,1,0
6696,"<insert depressing, emo lyrics here>",1,0,0,1,0
6697,psu weekend? obvi!...,1,0,0,1,0
6698,"think think it, think regrets...",1,0,0,1,0
6699,maybe break everything make something better,1,0,0,1,0
6700,football day...that love sunday's,1,0,0,1,0
6701,loving life!,1,0,0,1,0
6702,shorty's like melody head,1,0,0,1,0
6703,"getting much needed tlc mom...and trap cleaner ever, nice!",1,0,0,1,0
6704,"i-n-d-e-p-e-n-d-e-n-t, know means?",1,0,0,1,0
6705,"(801confusion: dropped wrong girl's house. (1-801confusion: thing ""wrong girl"" make happen. (801confusion: alright see morning.",1,0,0,1,0
6706,cmu football...is anything better?,1,0,0,1,0
6707,ugh! rough weekend!,1,0,0,1,0
6708,dying dysentry...,1,0,0,1,0
6709,"wpt, yes please!",1,0,0,1,0
6710,terrible night!,1,0,0,1,0
6711,trying justify cmu education exchange psu atmosphere...not really working,1,0,0,1,0
6712,"noddin' head like 'yeah,' movin' hips like 'yeah!'",1,0,0,1,0
6713,got pizza delivered house pittsburgh chick went high school coudersport...feel much better life right now!,1,0,0,1,0
6714,"""i feel like watching football, would rather watch good movie""--*propname*....manhood question",1,0,0,1,0
6715,everyone single willing try hard enough,1,0,0,1,0
6716,phi callin' name!,1,0,0,1,0
6717,ready long weekend,1,0,0,1,0
6718,false alarm. still invincible.,1,0,0,1,0
6719,state blows another opportunity...should expected anything else...,1,0,0,1,0
6720,officially dumbest person entire world...my life sucks,1,0,0,1,0
6721,chi-town weekend!,1,0,0,1,0
6722,false alarm...still invincible,1,0,0,1,0
6723,may yet?,1,0,0,1,0
6724,turkey bowl beaver stadium...sick!,1,0,0,1,0
6725,guess into...,1,0,0,1,0
6726,tailgating wendy's parking lot new thing do!!,1,0,0,1,0
6727,lmfao!,1,0,0,1,0
6728,"lately hard reach, long own.  everybody private world alone. calling me? trying get through? reaching me? reaching you...",1,0,0,1,0
6729,tryin' keep streak alive,1,0,0,1,0
6730,"feel pain, feel mine. go inside eachother's minds, see would find. look shit eachother's eyes.",1,0,0,1,0
6731,man date hokkaido...smaaart!,1,0,0,1,0
6732,"scars heal, glory fades, left memories made. pain hurts, minute. life short go live it, chicks dig",1,0,0,1,0
6733,needs formal date friday night...stat!,1,0,0,1,0
6734,"cleveland celebrating birthdays king, new years 'burg, cruisin' caribbean....going nice little weekend!",1,0,0,1,0
6735,"pretty sure lot life really, really, ridiculously good looking. plan finding is.",1,0,0,1,0
6736,"85 sunny jamaica, 82 sunny grand cayman....smick!",1,0,0,1,0
6737,puzzling face off!,1,0,0,1,0
6738,"women lie, men lie, numbers lie!",1,0,0,1,0
6739,4 rounds credit card roulette shots never pay...love that!,1,0,0,1,0
6740,"trapp mandate...dinner movie, get better?",1,0,0,1,0
6741,fml!!,1,0,0,1,0
6742,composing script greek sing....will definitely epic!,1,0,0,1,0
6743,ridiculous!,1,0,0,1,0
6744,"hang tight, going wilder 8 second ride",1,0,0,1,0
6745,jammin' *propname* new trapp piano!,1,0,0,1,0
6746,classy broads hit half price wine night right?...,1,0,0,1,0
6747,best. wedding. ever. love death col!,1,0,1,1,1
6748,going see harry potter movie me? person comes still allowed judge me.,1,0,1,1,1
6749,sick skeptical annoyed undecided uneasy hesitant,1,0,1,1,1
6750,"34,865 kleenex codeine later, kea rejoins world living...",1,0,1,1,1
6751,"took first step toward developing green thumb today. windowbox basil, anyone?",1,0,1,1,1
6752,"good god, vacation get soon enough. come sun, sand, fresh seafood, pleasure reading!",1,0,1,1,1
6753,"well, finally happenetongue sticking cheeky playful blowing raspberry bought coffee big fit microwave re-heating. (sub-status update: go bing.com major boston pride ;-confusion",1,0,1,1,1
6754,enjoying lovely golden weekend!,1,0,1,1,1
6755,could hate new gap commercials more. seriously devil's handiwork.,1,0,1,1,1
6756,"dream roof garden dashed, gosh darn it!",1,0,1,1,1
6757,pretty inspired active (and coolconfusion geriatrics patients are...,1,0,1,1,1
6758,"like, deal *propname*? think missing basic understanding cultural phenomenon.",1,0,1,1,1
6759,anyone else think obvious *propname* *propname* getting divorce like 34 seasons ago?,1,0,1,1,1
6760,"life good! medicine rocks proud man stellar performance review today. comes first latino microsoft ceo, watch wait.",1,0,1,1,1
6761,roof garden born! post pics dinner made herbs happy face smiley,1,0,1,1,1
6762,hates saying bye *propname*skeptical annoyed undecided uneasy hesitant,1,0,1,1,1
6763,"apparently, takes go semi-psychotic, cockroach-killing rampage two glasses wine strategically placed dansko.",1,0,1,1,1
6764,"ok, new *propname* & *propname* kind amazing. coming 10//22?",1,0,1,1,1
6765,"slowly meandering way toward garden bliss. anyone philly patio umbrella trying rid of, chance?",1,0,1,1,1
6766,days becoming much shorter...,1,0,1,1,1
6767,"hooked weeds without way getting next dose soon. damn you, netflix instant queue empty promises.",1,0,1,1,1
6768,"societal obsession vampires happened going ""phase"" middle school, really could changed life.",1,0,1,1,1
6769,"good luck shelves tomorrow, friends!",1,0,1,1,1
6770,cool fall air lots mocha little studying.,1,0,1,1,1
6771,never appreciated good dancer *propname* recent marathons dirty dancing. kudos kudos due.,1,0,1,1,1
6772,anyone interested joining *propname* *propname* october 22 electric factory? ticket $35 skeptical annoyed undecided uneasy hesitant would go good company!,1,0,1,1,1
6773,"mind completely blown awesomeness zahav (israeli restaurant hereconfusion. easily top three restaurants eaten at, worldwide. go there. now.",1,0,1,1,1
6774,enjoying nostalgia fall...,1,0,1,1,1
6775,"hi, fall.",1,0,1,1,1
6776,getting bed early? anyone want jump bandwagon?,1,0,1,1,1
6777,"forty-five minutes rittenhouse bench, bag full veggies la colombe mocha, really turns day around happy face smiley",1,0,1,1,1
6778,"chicken mcnuggets dinner. new low. called ""short call chop.""",1,0,1,1,1
6779,burned out.,1,0,1,1,1
6780,q3 overnight call chop tomorrow. poopie.,1,0,1,1,1
6781,forgot much missed house saw premiere. love it.,1,0,1,1,1
6782,"thinks feels pretty fly see tiny shoots arugula (and spinach, kale, two types lettucesconfusion battling odds!",1,0,1,1,1
6783,hm. apparently running first time months makes simultaneously feel like horse $#!@ want devour steak. prepared that.,1,0,1,1,1
6784,fall completely slip crack summer winter?,1,0,1,1,1
6785,maybe bing'd whether staph aureus toxin inactivated via boiling boiling eating soup left 24 hours.,1,0,1,1,1
6786,"*propname* ritfit new favorite person. kind nice cajoled thinking ""way stronger think"" bicep curls. paying for.",1,0,1,1,1
6787,"scared senseless watching dracula. bigger pansy used be, back vampire-obsessed, middle-school days...",1,0,1,1,1
6788,sick day today skeptical annoyed undecided uneasy hesitant,1,0,1,1,1
6789,weekends go quickly... skeptical annoyed undecided uneasy hesitant,1,0,1,1,1
6790,"wonder *propname* *propname* *propname* dumped *propname*. song horrendous, even 90s ballad. understand *propname* (marginalconfusion step her. *shudder*",1,0,1,1,1
6791,7l insensible losses via mouth-breathing last night woke tongue consistency beef jerky. viral uri stick tiny viral you-know-whoosy.,1,0,1,1,1
